"more presumptious","anmaáender"
"Suspend this burrow.  Assigned citizens will not respect burrow restrictions while a burrow is suspended, but all tasks within the burrow will still function.","Diesen Bereich aus-/setzen. Zugewiesene Brger halten sich an Bereichseinschr„nkungen, w„hrend ein Bereich gesetzt ist, aber alle Aufgaben innerhalb des Bereichs funktionieren weiterhin."
"noted information source","anerkannte Informationsquelle"
"housekeeper","Hausangestellte"
"Moving quickly costs energy.  You'll begin to move slowly or even collapse if you sprint for too long.  ","Schnelles Bewegen kostet Energie. Wenn Sie zu lange sprinten, werden Sie langsamer oder brechen sogar zusammen. "
"uncanny intuition","unheimliche Ahnung"
" learned"," gelernt"
" a night."," eine Nacht."
"Tower Entrance","Eingang zum Turm"
"being granted citizenship","Verleihung der Brgerschaft"
"salt ","Salz "
"has a massive broad body, highly muscular, with thick rolls of lard hanging from it","hat einen massiven, breiten, sehr muskul”sen K”rper, an dem dicke Speckr”llchen h„ngen"
"has an incredibly muscular, long body","hat einen unglaublich muskul”sen, langen K”rper"
"is ruled by irresistible cravings and urges","wird von unwiderstehlichen Gelsten und Trieben beherrscht"
"Loaded","Geladen"
"Look ahead to the future.","Blicke in die Zukunft."
"I can see a place for maintaining decorum, but it's exhausting to live that way.","Es gibt Grnde fr das Aufrechterhalten der Etikette, aber es ist eine ermdende Art so zu leben."
"Stressed","gestresst"
"caught in a snow storm","in einen Schneesturm geraten"
"is enormous yet very weak","ist gewaltig, aber sehr schwach"
"You have discovered a downward passage.","Ihr habt eine nach unten gerichtete Passage entdeckt."
"chorus","Chor"
"Other Vegetation: ","Sonstige Vegetation: "
"dancer","T„nzer"
"Vermin disturbed","Ungeziefer gest”rt"
"road","Straáe"
"I prefer more weighty subject matter myself.","Ich bevorzuge selbst mehr gewichtige Themen."
"the scouting","die Aufkl„rung"
" the choke hold of "," der Wrgegriff der "
"offered a bribe","ein Bestechungsangebot gemacht"
"winks during conversations","zwinkert w„hrend des Gespr„chs"
"the Waters","die Gew„sser"
"Reclaim!","Beanspruchen!"
" sees the whole pursuit of art as a waste"," sieht das ganze Streben nach Kunst als eine Verschwendung an"
"was beheaded","wurde enthauptet"
" (Dye)"," (Farbe)"
"Catacombs","Katakomben"
"Ask about the listener's schemes and plots","Fragen Sie nach den Pl„nen und Handlungen des Zuh”rers"
"Most terrain-altering constructions can be found here, from walls and floors to bridges, ramps, stairs, and more.","Die meisten gel„ndever„ndernden Konstruktionen sind hier zu finden, von Mauern und B”den bis hin zu Brcken, Rampen, Treppen und mehr."
"be fiery","feurig sein"
"[C:1:0:1]Thirsty","[C:1:0:1]Durstig"
"There's nothing organized here.","Es ist nichts organisiert hier."
"has a large body but is quite weak","hat einen groáen K”rper, ist aber ziemlich schwach"
" is too cold."," ist zu Kalt."
"not one hour ago","vor nicht einmal einer Stunde"
"Z Levels Above Layer 4","Z-Ebenen oberhalb der Schicht 4"
"Grazing coefficient (higher = less grass)","Weidekoeffizient (h”her = weniger Gras)"
"A bookkeeper helps","Ein Buchhalter hilft"
"Using well","Verwendung des Brunnen"
"lady consort","Kammerzofe"
" brought back "," wiedergebracht "
"Self-Control","Selbstbeherrschung"
"  Our hopes travel with you.","  Unsere Hoffnungen reisen mit Ihnen."
"The track stop's vehicle will take items from this stockpile.","Das Fahrzeug wird Gegenst„nde aus diesem Lagerbestand entnehmen."
"has rare but particularly exquisite turns of phrase","hat seltene, aber besonders exquisite Formulierungen"
"Summarize the hold of ","Fassen Sie den Inhalt von "
"This is your apprentice.","das ist dein Lehrling"
"Seek Trigger for Mechanism","Ausl”ser fr Mechanismus suchen"
"It won't fit in your ","Es passt nicht in deine/deinen "
"dead unit convicted","tote Einheit verurteilt"
"Workers","Arbeiter"
"has a negative view of those who exercise power over others","hat eine negative Einstellung zu denen, die Macht ber andere ausben"
"raiding of ","šberfall auf "
" be returned.","  zurckgegeben werden."
"Popup: Hold and climb","Popup: Halten und klettern"
"been scalded to death.","zu Tode verbrht worden."
"dancing ","tanzen "
"foot","Fuá"
"display object","Objekt anzeigen"
"  The support of ","  Die Untersttzung von "
"Repaint this burrow.","Zeichne diesen Bereich neu."
" live in the indicated locations above."," lebt in den oben angegebenen Orten."
"frozen filth","gefrorener Dreck"
"Ready to adventure!","Bereit fr das Abenteuer!"
" prostrating itself before "," wirft sich nieder vor "
" pass"," passieren"
"the skulking vermin","das schleichende Ungeziefer"
"I feel such despair...","Ich bin so verzweifelt..."
"respected group","angesehene Gruppe"
"because the group went too far away","weil sich die Gruppe zu weit entfernt hat"
"great beast","groáes Biest"
"bathe world in chaos","die Welt in Chaos tauchen"
"Plants","Pflanzen"
"On the item ","Auf dem Gegenstand "
"Instability.","Instabilit„t."
", but it is deflected by ",", doch es wurde abgewehrt von "
"We must be ready to sacrifice when the time comes.","Wir mssen bereit sein, uns zu opfern, wenn die Zeit kommt."
"is very fat and extremely short","ist sehr dick und extrem klein"
" gave an unwelcome name."," einen unerwnschten Namen gab."
"tannable ","gerbbar "
"Craft Guild","Handwerksgilde"
"stabbed out","ausgestochen"
"finale","Finale"
"The dance has reached the point where its accompaniment is at ","Der Tanz hat den Punkt erreicht, an dem seine Begleitung "
"We are rid of a nuisance.","Wir sind eine Plage losgeworden."
"rumored thief","angeblicher Dieb"
"summer","Sommer"
"Distracted","Abgelenkt"
"be triumphant","triumphal sein"
"an astonishing ability with languages and words","eine erstaunliche F„higkeit, mit Sprachen und W”rtern umzugehen"
"Offer your service","Bieten Sie Ihre Dienste an"
"Why are you traveling?","Warum reist du?"
"an abduction plot","eine Entfhrungsverschw”rung"
"I enjoyed that.","Das hat mir gefallen."
"due to ","aufgrund von "
" sculpture has melted!"," Skulptur ist geschmolzen!"
"Did anybody flee the attack?","Floh irgendjemand vor dem Angriff?"
"Toggle whether the squad will train here.","Umschalten, ob die Truppe hier trainieren wird."
"truth","Wahrheit"
"Stone Crafting","Steinfertigung"
"Deride flattery","Schmeicheleien verh”hnen"
"Feed Patients/Prisoners","Patienten/Gefangene fttern"
"a good memory","ein gutes Ged„chtnis"
"This great hunt has saved us from a dangerous enemy!","Dieser groáe Jagd hat uns von einem gef„hrlichen Feind gerettet!"
"I find this somewhat admirable.","Ich finde das irgendwie bewundernswert."
"believed in the value of cooperation","glaubte an den Wert der Zusammenarbeit"
"Invader death aversion (eight deaths)","Angst vor dem Tod durch Eindringlinge (acht Todesf„lle)"
"choice but to jump or scramble to another tile (or else be hit.)  Parrying is by weapon skill and only works on other weapons.  ","Sie haben keine andere Wahl, als auf ein anderes Feld zu springen oder zu klettern (oder getroffen zu werden). Das Parieren ist eine Waffenfertigkeit und funktioniert nur gegen anderen Waffen. "
"has a habit of snapping ","hat die Angewohnheit zuzuschnappen "
"more envious","neidischer"
"doesn't really see the point of working hard","sieht nicht wirklich den Sinn darin, hart zu arbeiten"
"Carve a gap in a smooth wall to allow your archers to fire upon invaders.","Schneiden Sie eine Lcke in eine glatte Wand, damit Ihre Bogenschtzen auf Eindringlinge schieáen k”nnen."
"Do not automate kitchen","Kche nicht automatisieren"
"an underworld spire","ein Unterwelt-Turm"
"State feelings of resentment","Gefhle der Ver„rgerung angeben"
"View the leader's sheet.","Sehen Sie sich das Datenblatt des Anfhrers an."
"Making armor","Rstungen herstellen "
"tetrameter","Tetrameter"
"falling","fallen"
"striped ","gestreift "
"carpenter","Zimmermann"
"Skill 3","F„higkeit 3"
"[NAME:forge ","[NAME:Schmiede "
"No uniform","Keine Uniform"
"powerful","leistungsstark"
"a temple complex","eine Tempelanlage"
"  I'm returning on my own."," Ich kehre allein zurck."
"is short and incredibly skinny","ist klein und unglaublich dnn"
"tied in a pony tail","in einem Pferdeschwanz gebunden"
"Disdains cunning","Verachtet die Gerissenheit"
"Unit lists: Sort by profession","Einheitenlisten: Sortieren nach Beruf"
"dyer","F„rber"
" is skirmishing with us."," scharmtzelt mit uns."
" sluggish"," tr„ge"
"Guard","W„chter"
"Weight: ","Last: "
"when a stranger advanced with a weapon","als ein Fremder mit einer Waffe vorfuhr"
"No slabs engraved","Keine Platten mit Gravur"
" is my "," ist mein "
" releases"," l”st"
"fighting with ","im Kampf mit "
"Inclined to abstract","Neigung zur Abstraktion"
"raunchy","Knackig"
"the making of ","die Herstellung von "
"the marriage of","die Heirat von"
"Subterranean","Unterirdisch"
"danger","Gefahr"
"rd","dritte"
"the issue of their oneness with ","die Frage ihres Einsseins mit "
"sardonic","sp”ttisch"
"None","Keine"
"Their strength has been challenged, and their hold has loosened.","Ihre St„rke wurde in Frage gestellt, und ihr Halt hat sich gelockert."
"Meditate","Meditieren"
"You flinch.","Sie zucken zurck."
"Aquifers can block the downward progress of your fortress, but it is possible to bypass them. ","Grundwasser kann den Weg Ihrer Festung nach unten blockieren, aber es ist m”glich, sie zu umgehen. "
" engaged me to assassinate "," beauftragte mich mit der Ermordung von "
"consolation","Trost"
"It is my misfortune that ","Es ist mein Unglck, dass "
"Partially webbed","Teilweise geflochten"
"can sometimes act without deliberation","kann manchmal ohne zu berlegen handeln"
"You have written ","Du hast geschrieben "
"kidnap","entfhren"
"You don't believe anything relevant, unfortunately.","Sie glauben leider nichts Relevantes."
"Laugh","Lachen"
"Is it time to make music?","Ist es Zeit, Musik zu machen?"
"chanter","S„ngerin"
"rock","stein"
"wood burner","K”hler"
"What will you say about the refusal to give tribute?","Was sagst du dazu, dass man sich weigert, Tribut zu zahlen?"
" pinches"," kneift"
"doesn't have any strong feelings about tradition","hat keine starken Gefhle gegenber Traditionen"
"State feelings of acceptance","Gefhle der Akzeptanz angeben"
"evil being","teuflisch"
"tavern","Wirtshaus"
"did not fear death and refused","den Tod nicht frchtete und sich weigerte"
"Certain crimes are indicative of larger problems, so you should pay attention to them, and affected victims and family members get upset if crime is ignored.","Bestimmte Straftaten sind ein Hinweis auf gr”áere Probleme, so dass man ihnen Aufmerksamkeit schenken sollte, und die betroffenen Opfer und Familienangeh”rigen sind ver„rgert, wenn Straftaten ignoriert werden."
"insulted","beschimpft"
"has even killed ","hat sogar get”tet "
"Stubborness","Stur"
"Mortified","Gekr„nkt"
"I'm very unhappy.","Ich bin sehr unglcklich."
"Behold, mortal.  I am ","Seht, Sterblicher. Ich bin "
"State that this is your favorite dance","Gib an, dass dies dein Lieblingstanz ist"
"My ","Meine "
"Rampage","Wutanfall"
"extremely high","extrem hoch"
"Another History","Eine andere Geschichte"
"Coal","Kohle"
"crystal glass gems","Kristallglas-Edelsteine"
"would be deeply satisfied if everyone could live as one in complete harmony","w„re zutiefst zufrieden, wenn alle in v”lliger Harmonie miteinander leben k”nnten"
"mathematics","Mathematik"
", but nothing can change the facts.",", aber nichts kann die Fakten „ndern."
" performance troupe from "," Auffhrungstruppe von "
"lines which emerge when reading along certain prescribed paths across the body of the poem","Zeilen, die beim Lesen entlang bestimmter vorgeschriebener Pfade im Gedichttext auftauchen"
"The handle is made from ","Der Griff ist aus "
"Cannot afford ","Kannst du dir nicht leisten "
"Only a hero such as yourself can travel at night.  The bogeyman would get me.","Nur ein Held wie du kann bei Nacht reisen. Der Schwarze Mann wrde mich erwischen."
"open war","offener Krieg"
"Saving announcements...","Speichere Ankndigungen..."
"fearsome beast","furchterregendes Biest"
"[C:6:0:1]Extreme pain","[C:6:0:1]Extreme Schmerzen"
"This work order has been validated by the manager.","Dieser Arbeitsauftrag wurde vom Manager validiert."
"+Trained+","+geschult+"
"sorry","Entschuldigung"
"elasticity","Elastizit„t"
"is muscular and very long","ist muskul”s und sehr lang"
"Ice Track (NS)","Eisweg (NS)"
"State feelings of jolliness","Gefhle der Fr”hlichkeit angeben"
"I hope this mist passes.","Ich hoffe, dieser Nebel geht vorber."
" (no library)"," (keine Biblothek)"
"weightless","schwerelos"
" seems to have correct format but could not find proper BPs in any caste, so not added","  scheint das richtige Format zu haben, aber ich konnte in keiner Kategorie die richtigen BPs finden, daher nicht hinzugefgt"
"Play","Spielen"
"sees artful speech and eloquence as a wasteful form of deliberate deception and treats it as such","sieht kunstvolle Rede und Beredsamkeit als verschwenderische Form der vors„tzlichen T„uschung und behandelt sie als solche"
"You can no longer be a ","Sie k”nnen nicht l„nger ein "
"Individual Skill Drill","Einzelne šbung"
"Trap Components","Fallen-Komponenten"
"Popup: Adventurer's log","Popup: Abenteurerlogbuch"
"Roll all","Alle rollen"
"the sacrifice of ","das Opfer von "
"totally clumsy","total ungeschickt"
"Item Hauling","Transport von Gegenst„nden"
"noted loyal soldier","bekannter loyaler Soldat"
"is fat with an extremely broad body","ist fett und hat einen extrem breiten K”rper"
"the method of examining artifacts to determine how techniques have changed over time","die Methode der Untersuchung von Artefakten, um festzustellen, wie sich die Techniken im Laufe der Zeit ver„ndert haben"
