"more presumptious","anmaáender"
"How have your sturdy charges fared in your absence? ","Wie ist es Ihren kr„ftigen Schtzlingen in Ihrer Abwesenheit ergangen? "
"No positions available","Keine Positionen verfgbar"
"maceman","Keulenk„mpfer"
"population of nearly one hundred thousand","Bev”lkerung von ann„hrend Hunderttausend"
"Wallowing in misery!","Sich im Elend suhlen!"
" toppled"," umgekippt"
"The work has ","Die Arbeit hat "
"worry","Sorge"
"in order to be with the master","um bei dem Meister zu sein"
"doesn't cling tightly to ideas and is open to changing ","klammert sich nicht fest an Ideen und ist offen fr Ver„nderungen "
"Ashamed","Besch„mt"
"Door","Tr"
"It has come to pass.","Das ist eingetreten."
"excited","aufgeregt"
"wrathful","Zornig"
"Masterwork food","Meisterliches Essen"
"inclusion","Inklusion"
"Linguistic Ability","Sprachliche F„higkeiten"
"Low Light","schwaches Licht"
"(Wrestle) Adjust grip","(Ringkampf) Griff anpassen"
" indiv choice, ranged"," freie Auswahl, Fernkampf"
" joined with "," verbunden mit "
"Badlands","™dland"
"Custom uniform","Benutzerdefinierte Uniform"
"Subterranean Chasm","Unterirdischer Abgrund"
"Accepting","Akzeptieren"
"the construction and use of the hourglass","die Konstruktion und Verwendung des Stundenglases"
"is very skinny and even more tall","ist sehr dnn und noch mehr lang"
"This is such a hardship for me!","Das ist eine groáe Belastung fr mich!"
"have slightly thin irises","haben eine etwas dnne Iris"
"has an extremely thin body with very litte fat on it","hat einen extrem dnnen K”rper mit sehr wenig Fett"
"liquid container","Flssigkeitscontainer"
"the fiery bowels of the earth","die feurigen Tiefen der Erde"
"Orderly","Ordnungsgem„á"
"whim","Laune"
"as a symbol of everlasting peace","als Symbol des ewigen Friedens"
"known brawler","bekannter Raufbold"
"Allow floor/wall cleaning","Reinigung von Boden und W„nden erlauben"
" has forgotten a demand."," hat eine Forderung vergessen."
"a tendon","eine Sehne"
"is very weak despite being very large overall","sehr schwach ist, obwohl sie insgesamt sehr groá ist"
"Make sugar, flour, and various useful slurries here.  Powered version of the quern.  Must be hooked to a windmill or water wheel to function.","Hier k”nnen Sie Zucker, Mehl und verschiedene ntzliche Schl„mme herstellen. Kraftbetriebene Version des Mahlsteins. Muss an eine Windmhle oder ein Wasserrad angeschlossen werden, um zu funktionieren."
"begin","anfangen"
"State minor feeling of aversion","Geringes Gefhl der Abneigung angeben"
"Loading entities...","Laden Einheiten..."
"Maceman","Streitkolbenk„mpfer"
"the Savanna","die Savanne"
"destruction","zerst”rung"
"I will not lose hope.","Ich werde die Hoffnung nicht verlieren."
"There was no thrill in it.","Es gab keinen Nervenkitzel dabei."
" by fooling "," durch T„uschung "
"is incredibly muscular and fat, with a large build overall","ist unglaublich muskul”s und fett, mit einer insgesamt kr„ftigen Statur"
"candles","Kerzen"
"You are winded.","Du bist auáer Atem."
"Finalizing items...","Fertigstellung der Gegenst„nde..."
"likes to take it easy","l„sst es gerne ruhig angehen"
"production order violation","Produktionsauftragsbruch"
"I cannot lay a quest on you.  I merely ask that you serve ","Ich kann dir keine Aufgabe aufbrden. Ich bitte dich lediglich, dass du dienst "
"the tormentor ","der Peiniger "
"A troublesome poltergeist.","Ein l„stiger Poltergeist."
"optimistic","optimistisch"
"chaos","Chaos"
"State feelings of hope","Gefhle der Hoffnung „uáern"
"being unafraid","unerschrocken sein"
"is very tall with a hanging apron of lard","ist sehr groá mit einer h„ngenden Speckschtze"
"'s sitting down","hinsetzend"
"Drink ","Trinke "
"has great respect for fairness","hat groáen Respekt vor Fairness"
"Loathing","Verabscheuung"
".  The musician uses a ",".  Der Musiker verwendet eine "
"outcast ","ausgestoáen "
"There aren't any crafted artifacts here.","Hier gibt es keine handgefertigten Artefakte."
"noted bard","anerkannte Barde"
"Worker","Arbeiter"
"is incurious and never seeks out knowledge or information to satisfy ","ist uninteressiert und sucht nie nach Wissen oder Informationen, um sich zu befriedigen "
"The poet!  It's such an honor to have you here.","Der Dichter!  Es ist eine Ehre, Sie hier zu haben."
" values friendship"," sch„tzt Freundschaft"
" constantly"," st„ndig"
"Command Tent (Bld)","Kommandozelt (Gbd)"
"Seek Chain for Animal","Suche Kette fr Tier"
"for diplomacy","fr die Diplomatie"
"social","sozial"
" housing "," Unterkunft "
", it is important that ","es ist wichtig, dass "
" will not go unanswered."," wird nicht ohne Erwiderung bleiben."
"having an intellectual discussion with a lover","eine intellektuelle Diskussion mit einem Liebhaber fhren"
" has shared a few rumors."," hat einige Geruechte mitgebracht."
"rhinoceros","Nashorn"
"Be creative","kreativ sein"
"the tooth","der Zahn"
"Unusable ","Unbrauchbar "
"Servant's Burial Chamber","Grabkammer des Dieners"
"Color","Farbe"
"less greedy","weniger gierig"
"Nobles and certain administrators require rooms, and some may also make demands.","Adlige und bestimmte Verwaltungsbeamte ben”tigen Zimmer, und einige k”nnen auch Forderungen stellen."
"Undyed","ungef„rbt"
"State feelings of great repentance","Gefhle der groáen Reue bekunden"
"extend","verl„ngern"
"Trapping","Fang"
"eating without table","Essen ohne Tisch"
", depicted as a ",", als ein "
"Sites","St„tten"
"loathed abuses of power and refused","verabscheute Machtmissbrauch und lehnte es ab"
" laid a series of oppressive edicts upon "," erlieá eine Reihe von repressiven Edikten auf "
"use the same placement of allusions","nutzen die gleiche Platzierung von Anspielungen"
"Write","Schreiben"
"caring","Frsorglich"
"Assassination Plot","Mordanschlagsplan"
"WARNING:  If successful, your soldiers will join the","WARNUNG: Wenn erfolgreich, werden deine Soldaten eine"
"In site finder","Im Standort-Finder"
"a lumber agreement","ein Holzf„llerabkommen"
"monitor","Waran"
"the positive","den positiven"
"more industrious","fleiáiger"
"lye/milk-free ","laugen/milch frei "
"Repentant","Reumtig"
"a work","eine Arbeit"
"Furnaces","™fen"
"aborted ","abgebrochen "
"Despite some minor reservations...  ","Trotz einiger kleiner Vorbehalte...  "
"You can always rely on your family when everything else falls away.","Du kannst dich jederzeit auf deine Familie verlassen, wenn alles andere wegf„llt."
"Lava/Magma at this location","Lava/Magma an diesem Ort"
", one loss",", ein Verlust"
"having an intellectual discussion with father","eine intellektuelle Diskussion mit dem Vater zu fhren"
"We have arrived at our destination.","Wir haben unser Ziel erreicht."
"Prisoner","H„ftling"
"Heirloom of ","Das Erbe von "
"ripping","Aufreiáen"
"spearman","Speerk„mpfer"
"the Survival of Animals","das šberleben der Tiere"
" to save a macro to a file."," um ein Makro in einer Datei zu speichern."
"Very Small Profile","Sehr kleines Profil"
"Wilderness sensitivity (less = sooner)","Wildnis-Empfindlichkeit (weniger = frher)"
"Do not alter actions","Aktionen nicht „ndern"
"is very muscular with a broad body","ist sehr muskul”s und hat einen breiten K”rper"
"has a square chin","hat ein quadratisches Kinn"
" is a great treasure.  We respect that this is no mere trade."," ist ein groáer Schatz. Wir respektieren, dass dies kein bloáer Handel ist."
"Number of Regional Interaction Types","Anzahl der regionalen Interaktionstypen"
"Add stockpile links for this workshop.","Fgen sie Vorratslager Links zu dieser Werkstatt hinzu."
"does not easily hate or develop negative feelings","entwickelt nicht leicht Hass oder negative Gefhle"
"is gigantic with incredible muscles","ist gigantisch mit unglaublichen Muskeln"
" for war"," fr den Krieg"
" was the place for prayer."," war der Ort fr das Gebet."
"Everywhere","šberall"
"sheet roller","Blattroller"
"Independence","Unabhaengigkeit"
"leather clothing shop (255,128,64)","Lederbekleidungsgesch„ft  (255,128,64)"
"Need crutch","Ben”tige Krcke"
"the spouse","dem Ehepartner"
", though the rhyming doesn't have to be perfect",", obwohl der Reim nicht perfekt sein muss"
"contains a deft use throughout of what might be considered immature material","enth„lt durchweg einen geschickten Einsatz von Material, das als unreif angesehen werden k”nnte"
"bookbinder","Buchbinder"
"invoke","aufrufen"
"your ","euer "
"population of a thousand","Bev”lkerung von etwa ein Tausend"
"Dismiss minor feeling of sadness","Geringfgiges Gefhl der Traurigkeit verdr„ngen"
" is really quite good!"," ist wirklich sehr gut!"
"[C:4:0:1].Broken open","[C:4:0:1].Aufgebrochen"
"Go to Individual Combat Drill","Geht zum Einzelkampftraining"
"tax collector failed","Steuereintreiber gescheitert"
", but that hardly matters now.",", aber das spielt kaum eine Rolle jetzt."
"I do not resent this.","Ich nehme das nicht bel."
"Attachment to item","Anhang zum Objekt"
"Ore of ","Erz von "
"Add magma to the arena.","Fuege Magma zur Arena hinzu."
"Know","Kennen"
"more resilient","widerstandsf„higer"
"Recenter on this burrow.","Zentrieren sie auf diesen Bereich."
"Use History Seed","Verwende Geschichts-Seed"
"constable","Wachtmeister"
"Object of worship","Gegenstand der Anbetung"
"zeal","Eifer"
"Offloading art...","Kunst aufladen..."
"Shearing","Scheren"
"Getting married","Heiraten"
"have","habe"
"Values commerce","Sch„tzt den Handel"
"""You are close.  Follow your senses to the entrance.",",,Du bist nah. Folge deinen Sinnen zum Eingang."""
"crime of treason","Verrat"
" Gained"," gewonnen"
"naturalist:theory:food chain","Naturforscher:Theorie:Nahrungskette"
"feeling guilty","Schuldgefhle"
"Cursed by deity","Von Gott verlucht"
": select ",": ausw„hlen "
"Assassinate","Attentat"
"is weak and skinny but very tall overall","ist insgesamt schwach und dnn, aber sehr groá"
"tends to hang on to grievances","neigt dazu, an Missst„nden festzuhalten"
"rebuilding","Wiederaufbau"
"guttural-voiced","kehlig ge„uáert"
"nest box","Nistkasten"
"has an extremely broad body but is weak","hat einen extrem breiten K”rper, ist aber schwach"
"Advancing sites","Fortschreiten der St„tten"
"an act of theft","eine Diebstahlshandlung"
"Animal ","Tier "
"State minor feeling of remorse","Geringe Gewissensbisse angeben"
" Desired grid height for scaling (default = 64)"," Gewnschte Rasterh”he fr die Skalierung (default = 64)"
"speaking","reden"
"casket","Sarg"
"Pen/pasture small animal","Stall/Weide Kleintiere"
" a protector of the defenseless"," ein Schtzer der Wehrlosen"
"Grant listener work as ","genehmigen Zuh”rer arbeiten als "
" yet"," dennoch"
"famous ally","berhmter Verbndeter"
"Dismiss minor feeling of distress","Geringfgiges Gefhl der Bedr„ngnis abtun"
" holding "," halten "
"a natural ability with music","eine natrliche Begabung fr Musik"
"Making projectiles","Herstellung von Projektilen"
"State feelings of guilt","Schuldgefhle angeben"
"fight","k„mpfen"
" considerations"," šberlegungen"
"somewhat tall","etwas hoch"
"Affects wrestling and charging.","Beeinflusst  Ringen und Anstrmen."
"Poem","Gedicht"
"view hated vermin caged","betrachtet gehasstes Ungeziefer im K„fig"
"speaker","Sprecher"
"joviality","Fr”hlichkeit"
"I drank gooey water.","Ich habe klebriges Wasser getrunken."
"noted training partner","renommierter Trainingspartner"
"potash slush","Pottasche Matsch"
"specific pants","Spezifische Hose"
"feel mysterious","geheimnisvoll wirken"
", but it glances away!",", aber es schaut weg!"
"It's so thrilling!","Es ist so aufregend!"
"Release small creature","Kleine Kreatur freilassen"
"bedrooms.  These larger associations","schlafzimmer. Diese gr”áeren Verb„nde"
"[C:6:0:1]Over-exerted","[C:6:0:1]šberanstrengt"
" master"," Meister"
"Make sure your woodcutter can walk to the designated location.","Stellen Sie sicher, dass Ihr Holzf„ller zu Fuá zum vorgesehenen Ort gelangen kann."
" (fort mode)"," (Festungsmodus)"
"I'm sorry, but I can't join the troupe.","Es tut mir leid, aber ich kann der Truppe nicht beitreten."
"Animal Dissector","Tierzerleger"
"Compositions take more time, and you'll pass through a period of time similar to sleeping, resting, and traveling.  ","Kompositionen nehmen mehr Zeit in Anspruch, und Sie durchlaufen eine Phase, die dem Schlafen, Ausruhen und Reisen „hnelt. "
"to experience danger","Gefahr zu erleben"
"Walking spreads spatter (adv mode)","Gehen verteilt Spritzer (Abenteuermodus)"
"I feel only contempt.","Ich empfinde nur Verachtung."
"Refuse the interrogation","Verweigerung des Verh”rs"
" has more a cackle than a laugh"," hat mehr ein Gackern als ein Lachen"
"Workers save skins","Arbeiter retten Felle"
"rabbit","Kaninchen"
"Some migrants have decided to brave this terrifying unhappy place, knowing it may be their tomb.","Einige Migranten haben sich entschlossen, diesem furchterregenden, unglcklichen Ort zu trotzen, obwohl sie wissen, dass er ihr Grab sein k”nnte."
"remorseful","reumtig"
"respect of","Achtung vor"
"My patience is as the still waters.","Meine Geduld ist wie das stille Wasser."
" ended with the disappearance of the rebelling population"," endete mit dem Verschwinden der rebellierenden Bev”lkerung"
"instill terror","Angst einfl”áen"
"State minor feeling of triumph","Kleinere Triumphgefhle angeben"
" and more"," und mehr"
"clear-voiced","klar zum Ausdruck gebracht"
"FARMING CIVILIZATION PLACED WITHOUT CROPS","LANDWIRTSCHAFTLICHE ZIVILISATION OHNE GETREIDE"
"pleasure","Vergngen"
"There was a scholarly lecture in ","Es gab einen wissenschaftlichen Vortrag in "
